Nama Akun,Komentar,Sumber
@DediHardiat-w5u,"Sayang sekali Presiden Pa Prabowo itu kucingnya cuman 1 , coba kalau ada 3 ekor . Andaikan ada 3 ekor lantas mereka akur tidak diragukan lagi Negara Republik Indonesia akan lebih dari sekarang . Walaupun hanya 1 ekor tetap bersyukur Tuhan pasti memberikan ganjaran kebaikan melanjutkan tugas Bapak Jokowi Dodo  mantan Presiden dan juga sebagai wakil Presiden Raka Buming Raka putra beliau di tugaskan untuk mendampingi Pa Prabowo Subianto .Indonesia ini sawah ladang kita semua yang harus kita rawat dan di jaga kelestariannya , masing masing kita sudah di beri tugas dari atas sampai di paling bawah , pemulung sampah mereka bertugas memisahkan sampah organik non organik untuk di daur ulang dan sampai tingkat Pejabat di kabinet di pimpipin oleh Presiden mendaur ulang agar lebih kondusif . Dengan demikian itu tugas yang di berikan Tuhan agar semuanya saling berkesinambungan  saling membutuhkan .",Kompas
@ambtop3249,Hebat pak presiden sangat jelas penjelasanya... Rakyat hrs melihat dan denger penjelasan presiden,Kompas
@maiwarman1985,Ada dari tempo ?,Kompas
@khairulmustofa8814,"Ibarat org lapar, forum ini memberikan sepotong kue sbg pengganjal sj. 
Tdk benar2 memberikan makanan yg bs mengatasi kelapan.",Kompas
@bintikhoiriyah6881,"Point yang ini bullshit banget
1. Demonstrasi di negara demokrasi dijamin kebebasanya, jika ada pelanggaran diusut melalui hukum.
2. Demonstrasi kemungkinan dibiayai/membawa kepentingan asing.
3. Pembenaran dari alasan aparat melakukan kekerasan terhadap demonstran.
4. Membantah adanya dwifungsi TNI dan nonjolin hal positif dari TNI untuk mengesampingkan kekhawatiran rakyat terhadap negara militer.",Kompas
@marhaidimarhaidi164,yang mendeo mahasiswa kaena dukasih uang dan membela asing.ingat wartawan anda harus jeli melihat mahasiswa yang mendemo.dia merusak.perabowo milik   rakyat Indonesia,Kompas
@andikafarhan6386,makin ngeri dan hopeless,Kompas
@Abu_Ubaidah037,Dimana Tempo.?,Kompas
@Yohanesoaldun,"Susah dikonoha mau membrantas korupsi, wong kepalanya dulu di lindung muliono pas pengada'n beli pesawat bekas and Food estead di kalteng",Kompas
@LarasPutri-sy1eq,stunting muluuu. udah turun kasus nya :((((((((((,Kompas
@azizaziz313,"seyogyanya. Seorang presiden. Menunjukan kegagahan  dan kekesatriaannya di depan rakyat. 
Sama halnya seorang ayah yang selalu menyembunyikan lukanya didepan keluarganya. Demi melihat  senyum keluarga",Kompas
@blackmarch3170,Ini yg tempo ga diajak ya?,Kompas
@budayanaketut7256,Kasian bpk preaiden kita wakilnya dimana pk....bukankah bisa ngambil acara katak ini.....,Kompas
@makmurakbar997,Penjelasanya masih terlalu membela diri dan curang terang benderang,Kompas
@Setiawan-,"Fundamental need itu cuma 3 :
1. Sandang 
2. Pangan
3. Papan 

Dan sekarang Prabowo fokus pada no 2 dan 3. 
Klo no 1 sudah bukan issue lagi. Nggak ada masalah soal sandang. Tidak ada rakyat yg nggak punya baju atau gak pakai baju karena gak punya.",Kompas
@bagustodd4697,Next wakil presiden,Kompas
@ujangbandung5284,Ini jurnalis2 yg sdh terpapar virus politik😅😅😅,Kompas
@BusanaHijabJilbabCantik,"Pak presiden kami yg dari bawah stunting itu bukan karena anak kurang makan tapi !! Anak gak ada yg nyuapin makanan !! Orang tua sibuk medsos dan kerja !! 
Pdhl udh dapat gizi dr puskesmas dr desa tapi siapa yg nyuapin makanan ?? 
Emngnya anak bisa makan sendiri",Kompas
@Yohanesoaldun,"ini mah udah di kondisi kn, dikonoha memang gitu. org lapar dibilang kenyang, org mau mati dibilang sehat² saja",Kompas
@arbiboy6786,smua pertanyaan kyknya hasil dari penggiringan opini publik ...bravo bp presiden ku...,Kompas
@SKYLONG02,"Dari wawancara ini, saya semakin khawatir terhadap hari esok🥲",Kompas
@akunyoutube-v1d,😢,Kompas
@fitriyanaa,Harusnya jawaban seperti apa yg diberikan si Wowo sehingga anda menjadi tidak khawatir?,Kompas
@chairulfikri3893,"@@fitriyanaabelibet, muter”, ada yg kluar dri topik. Wajarlah bukan nabi boyyyy",Kompas
@SKYLONG02,"@@fitriyanaa  seburuknya dan keras kepala dia dlm mengambil keputusan sebagai presiden, sy masih ga suka dgn panggilan si Wowo krn itu ga pantes, titik kesalahan dia belum sampai pada titik publik harus kehilangan semua rasa hormat seperti yang dilakukan Mulyono, catet. Dan ga usah pura"" bodoh orang yang ber otak, pasti bisa menyimpulkan urgensi wawancara ini.😒",Kompas
@4SLBNW3,"bnr sih, beliau aja masih baru jadi presiden, dan rakyatnya udah semena"" ke beliau ​@@SKYLONG02",Kompas
@SKYLONG02,"@@4SLBNW3 mana ada rakyat semena-mena 😂, yg ada goverment yg semena-mena, gimana sih? Kacau, klo bener dan lurus yah pasti di dukunglah cuman kek gini ya orang jadi orang jadi illfeel dan jengkel juga 👎",Kompas
@minantuka2,"kasian, ga ada semangat hidup",Kompas
@SKYLONG02,"@@minantuka2 ini namax empati sosial dek, soal hidup gue awesome penuh energi ber api-api Emangx elu kagak jelas arahnya kemana 🤣🤣",Kompas
@kopinn4363,"Lu ngarti apa si bocil, lu ngaca dulu",Kompas
@Take-aim-and-reload...,"​@@fitriyanaa
Rampas semua aset para koruptor, gak perlu mikirin nasib istri dan anak mereka.

Rakyat miskin lebih sengsara daripada keluarga koruptor.

Gak guna UU TNI dikebut dan diutamain.",Kompas
@muhammadhaniifalmubaarok5942,"Bandingin seorang presiden bicara tidak pantas ""goblok""  ""Ndasmu""​@@4SLBNW3",Kompas
@fitriyanaa,"​@@Take-aim-and-reload...Itu yg namanya keadilan? Bapak/ibu nya yg salah, anaknya yg harus menanggung? Jenis hukum model apa ini?",Kompas
@Take-aim-and-reload...,"​@@fitriyanaa
Kau kira rakyat miskin yang jadi korban korupsi juga anak-anaknya gak ikutan nanggung?",Kompas
@fitriyanaa,"​@@Take-aim-and-reload...Indonesia itu negara hukum bukan? Hukum itu butuh keadilan bukan? Yang dihukum itu adalah orang yg bersalah bukan? Simpel aja analoginya : seorang bapak membunuh bapak orang lain. Lalu si pelaku mendapat hukuman mati. Anaknya pelaku dihukum mati juga tidak? Padahal anak korban jadi menderita lho karena bapaknya mati terbunuh. 
Kalau pola pikirmu seperti itu, apa bedanya kau dengan Soeharto yg menghukum anak dan cucu keturunan PKI?",Kompas
@Take-aim-and-reload...,"​@@fitriyanaa
Analogi gak sebanding.

Menghilangkan nyawa orang tidak sebanding dengan penyalahgunaan aset korupsi.",Kompas
@Take-aim-and-reload...,"​@@fitriyanaa
Kau sisakan harta untuk istri dan anak, harta tersebut bisa disalahgunakan oleh pelaku untuk membayar denda pembebasan.",Kompas
@Take-aim-and-reload...,"​@@fitriyanaa
Kalau nggak mau istri dan anak ikut kena getahnya UU Perampasan Aset, ya *jangan pernah mencoba korupsi* dari awal.",Kompas
@albastomi1975,"Dari wawancara ini, saya semakin khawatir terhadap barisan sakit hati iri dengki akan semakin keras hatinya setelah ini",Kompas
@DeCosta-j1q,​@@albastomi1975biasakan diskusi menggunakan otak biar logis bukan selalu bawa2 hati. Atas bawah memang baperan !,Kompas
@SKYLONG02,@@albastomi1975 ternak detected 😂,Kompas
@budayanaketut7256,Kasus2 yg sudah tertangani korupsi jangan sampai hilang kayak di telan bumi...bpk presidwn aku yg tercinta...kami akan selalu mendukung....,Kompas
@Itsme_323,Ada anak dikasih bingkisan gak di makan . Buat adek buat ibu . Kata2 itu membuat smua orng berfikir solusiny lapangan pekerjaan buat orng tuanya bukan MBG,Kompas
@ededbinho6776,Salute dengan sikap Presiden Prabowo terhadap pertanyaan dari mabk uni dari Inews yg ingin mengoreng keadaan dengan Pertanyaan soal RUU TNI…jgn” media Inews adalah antek” asing…,Kompas
@BusanaHijabJilbabCantik,Lebih baik swasembada pangan dulu menghadapinya krisis yg akan berlangsung!!,Kompas
@radikal8274,Saya Menunggu video rocky gerung mereview buku pemberian prabowo,Kompas
@Novaz2411,"KLO demo terjadi bentrok itu sudah teknis dilapangan, pasti ada sebab dan akibat...terjadi anarkisme bisa apa yg menjadi hasrat atau tuntutan menemui jalan buntu atau aparat terlalu refresif..",Kompas
@padangbumenmen7640,"Bagusss dan betulll__ Presidenku dan Presiden seluruh rakyat Indonesia __ Semoga Bpa Prabowo Subianto ,selalu dilindungi Alloh SWT dimanapun berada __ Aamiin   👍♥️👍____",Kompas
@OKAVANHELSING-sj7uf,Pak Presiden cukup berhati-hati seperti nya. Banyak mata asing yg memandang.,Kompas
@kanggalikubur3141,Lucu liat ekspresi-ekspresi para pemred,Kompas
@budayanaketut7256,Bu uni ini pernyataan yg sangat bagus banget.....tapi asal demo awal dari kata2 pk jokowi...siapa yg berani kritik pk presiden nh beberapa harinya demo besar terjadi....❤❤❤❤,Kompas
@milleniumtecheducation5362,"Masyarakat jgn takut, santuy aja 😎😎😎😎😎",Kompas
@bismillahhijrah901,"yg kalian gasuka itu apa to gaes? Koruptor yg udah korupsi ribuan triliun dijaman jokowi ditangkep kalian gasuka kah? Bukannya bagus ya klo koruptor ditangkep?  Apa harus dibiarin aja gitu?  Ruu tni kalian udah baca bener2 isinya ga si? Tujuannya biar komando penuh dipegang presiden, apa kalian mau tni bisa diperintah pejabat2 lain? Bukannya kalian pingin ya ada perampasan aset koruptor, pingin koruptor dihukum mati. klo kedudukan tni ga tinggi gimana cara nerapin perampasan aset gimna cara hukum mati koruptor. Apa salahnya klo tni berbakat masuk pemerintahan? kalian tau ga si gimana kerasnya didikan militer? Tni sejatinya adalah sekumpulan orang2 yg paling cinta tanah air, Meskipun ada beberapa oknum tni yg menyeleweng tapi hukuman mereka jauh lebih keras dibanding para politisi yg koruptor, beberapa oknum menyeleweng itu wajar, ditiap rt rumah kalian aja pasti ada isinya orang2 yg ga bener. Tapi kan yg penting dihukum setimpal. Coba bandingin sama pemimpin2 politisi yg penuh pikiran kotor apa ga mending perwira tni yg masuk pemerintahan? Kalian bisa liat sendiri dari banyaknya kasus yg melibatkan oknum anggota tni gimana kerasnya hukuman mereka, kasusnya jelas hukuman nya tegas. coba bandingin sama kasus para politisi yg katanya berpendidikan tinggi itu mereka udah ngerugiin satu indonesia udah membunuh banyak mimpi bahkan nyawa warga indonesia. Cobalah kalian pikir baik2",Kompas
@kashikoi30,Anda uda baca UU yg udah disahkan? Bagi dong dapat akses dari mana? Sebenarnya rakyat butuh transparansi aja. Masalahnya pemerintah aja ga transparansi. Proses pengesahan sangat cepat sedangkan uu yg dirasa lebih urgent seperti perampasan aset ga cepet. UU Polri yg lagi di godok juga ga transparan di publik,Kompas
@bismillahhijrah901,"@kashikoi30  banyak kak di website kompas, tv one, metro tv, cnn semua transparan, udah disebar luas cuma banyak konten kreator2 yg buat2 draft palsu ntah tujuannya buat apa buzzer atau emang pingin viral ntahlah. Yg asli ada di web2 yg kusebutin itu",Kompas
@bismillahhijrah901,"@kashikoi30  ini emang masalah indonesia tu karna gamau membaca, maunya cuma ngeliat atau dengerin video2 aja, cobalah untuk membaca berita media cetak media tulis biar tau",Kompas
@sariutaminingsih9968,Siapa yang sanggup membayar semua demo² yg sudah terjadi akhir² ini?,Kompas
@BusanaHijabJilbabCantik,"Harga stabil Alhamdulillah 😊😊lebaran tenang itu data di desa 
Kalau orang kaya pasti akan mengeluh , orang mrnengah ke atas bahayanya pelitttt",Kompas
@AntiMunafik-11,Sebodoh itukah penilaian Rakyat terhadap ucapan Presiden ?,Kompas
@fuadriyan046,Kalah sama penyiar metro TV😅😅😅,Kompas
@KetutRajin-w4c,Indonesia kaya sumber daya alam tapi yang kaya makin kaya yang miskin makin miskin.....???.,Kompas
@sahabatinspirasi3871,Usul.....Pengangkatan pegawai negri utamakan dari masyarakat miskin dari keluarga penerima PKH...Dijamin angka kemiskinan bakal Turun....OK?😊,Kompas
@diyunm.a,Ya seperto itulah yg namnya persepsi dlm setiap indifidu itu selalu dlm ketidaksamaan dlm ide/ prsepsinya  tpi dr semua ha2itu emuanya hrss dpt mngmbil yg mana yg mmliki kesimpulan/ nilai2yg lbh dr hanya yg sekedarnya hrs tau dan faham hal prinsip yg fonndamen seperti yg diambil oleh P Prabowo  seperti itu yg namanya seorang Pemimpin itu pasti mmliki  foluce/ prinsip dlm kpmmpinan yg psti bet beda2 dan tdk sama dan dr semua yg dlm perbedaan otu dpt diambil mana yg ada nilai plusnya untuk menuju perbaikan dan kesmpurnaan program yh sdng berjalan yg dpt dimanfatkan sbgai perpaduan dlm pengkolaborasian begitu,Kompas
@basindoSindo,Zaman  pak harto Repelita  5 tahun .!!,Kompas
@petrusbudhih.apanggabean8080,"Dear Harian kompas.

Dear Mr President Prabowo Subianto, 7 PemRed dan lainnya.

Izin saya mengatakan dari hati yang senang.

Beautiful, wonderful and amazing program ini terbuka, transparan dan saya merasa dekat dengan orang nomer satu Merah Putih 🇮🇩 Indonesia.

Dear Mr President Prabowo Subianto and jajaran.
Izin mengingat untuk :
1. Team doa di setiap agama yang ada di Merah Putih 🇮🇩 Indonesia, agar ada tetap mendoakan bangsa kita ini (berkenan bila bisa ada schedule nya. Thq 4 u understand, sir).
2. Mohon jangan senyap dan ditunda untuk melanjutkan para dajal koruptor yang berhati lucifer untuk di zero kan hingga 7 keturunan, untuk mengembalikan hasil korupsinya dan di hukum tanpa cela waktu.
3. Dengan doa dan mengingat Mr President Prabowo Subianto dan jajaran, untuk jaga hati, pikiran dan kesehatan. 
4. Menyusul...

Orang-orang baik Merah Putih 🇮🇩 Indonesia pasti membela dan mensupport keselamatan, kebenaran, keadilan, dan kehidupan. Agar Merah Putih 🇮🇩 Indonesia menjadi roll model yang rendah hati di mata bangsa-bangsa.

Demikian doa dan ucapan syukur saya.

Bekerja bijaksana, bekerja pinter, berhikmat serta berintegritas akan mengikuti Bahakan jadi milik orang-orang baik Merah Putih 🇮🇩 Indonesia.

The more you give, the more you get. The tired good people of Merah Putih 🇮🇩 Indonesia is our worship.

God bless, sir...

""First Love""
💙🤍💙",Kompas
@uluquluq5692,Tidak menjelaskan..😂😂,Kompas
@TheUndertaker-r3f,Bersama BPK presiden RI jendral TNI purnawirawan haji Prabowo Subianto biiznilah kit BSA merdeka ❤,Kompas
@kainfonz,wartawannya iya iya aja.. huwekekek,Kompas
@budayanaketut7256,Masalah nulir koj lucu..😂😂😂😂😂😂,Kompas
@kaylaanindya5543,"Jawaban seorang prabowo sumgguh tidakemuadkan, kominikasinya sama saja samaemtri 2 nya, kacaw sudah megara kita.",Kompas
@fransngongo6340,"Mantap bpk jawab, bagus sekali hanya waktu diperpanjang lagi agar terjawab semua",Kompas
@sahatmaruli8986,Ya ya ya. Wartawan ikut menghancurkan Konoha.,Kompas
@risonastoraya8720,"Tujuan yg baik jika dikerjakan dengan cara yg salah, maka hasilnya ....",Kompas
@juliakaza6591,Bagai mana dengan UU perampasan aset bagi yg korupsi.. ini belum di bahas,Kompas
@suprinoh1524,"Pokoknya buat Prabowo,  selama program nya untuk mengutamakan kepentingan Rakyatnya. , hrs di dukung secara kustitusi,  demi terwujutnya kedaulatan Rakyat.",Kompas
@durihitam3772,"Program bapak bisa di rencanakan dari A sampai Z, TAPI kalo MASIH ADA KORUPSI dari pejabatnya… smua itu cuma tinggal omon” saja pak hehe… ibarat rumah kalo dalamnya kotor berantakan berdebu dan bocor” atapnya tapi kita belikan TV baru, lemari baru, sofa baru, ini tdk akan ada dampaknya… yg ada malah rusak smua barang yg baru di beli. Sama kaya program bapak kalo masih aja ada KORUPSI di Indonesia ….",Kompas
@GanjangRayesno,Cuma2 saja demo kagak di dengarkan,Kompas
@asusmaxpro8959,"Gas mbk uni...salut atas pertanyaanya yg sangat kritis, trimakasih mbk uni pertanyaan anda sangat mewakili seluruh rakyat indinesia khususnya untuk diri saya pribadi, tapi sayang jawabnya kurang mengena ...jawaban yg urgen2  masih blm terjawab masih ngambang jawabanya",Kompas
@heriwidiarto283,Pak Prabowo memang ksatria sejati berani mengaku salah dan pasang badan buat kinerja anak buahnya 🙏,Kompas
@AkuSemangat-yq7ov,pasang badan trosss🤣,Kompas
@MellyanaAngelina,Mantap pak Prabowo ❤,Kompas
@marontakiro7724,Ada orang nalangin angsuran KUR  banyak pak  dengan di luar kemampuannya . Ga masuk akal pak. Sekarang orang itu jadi anggota dewan pak awas pak hati hati sampean kena tipu .pihak surfei bank juga nakal pak ada fii. Bagi tukang surfeiii,Kompas
@rikanananana9432,"Baru kali ini Indonesia punya Presiden Pinter, cerdik, berwawasan luas, hardworking, n longterm thinker ❤ sehat selalu Pak Prabowo 🫡",Kompas
@kainfonz,damn 😂😂😂,Kompas
@sudinnengsih5848,"Kalo Anis yg jadi Presiden tdk bakalan Amerika Tram berani macam² sama Presiden Anis  , Amerika pasti takut .. kalo Anis jadi Presiden dolar pasti menjadi 3000 per dolar , BBM 4000 per liter , beras 3000 per kg, di Tangan pak Anis semua pasti beres , koruptor tdk perlu di tangkepin mereka akan menyerahkan sendiri",Kompas
@geessimbolon-rc5rm,koq jadi demo yang dibahas ?,Kompas
@RamlanManik-eq1hl,"Pak prabowo seperti memper
Baiki benang kusut yg udah di
Acak acak oleh jopkowio itu
Lah faktanya.",Kompas
@yont37,Masyaallah sampai nangis lihat hebatnya presidenya rakyat Indonesia yg selalu kerja keras utk rakyatnya,Kompas
@AmsalSinuhaji,Presiden kelas dunia❤,Kompas
@ahmadyani8931,Intinya yg presiden jelaskan betul semua itu pak tetapi yg lebih lebih inti lagi dari semua kepentingan dan untuk kemaslahatan dan kesejahteraan cepat cepat sahkan UU Perampasan hak yg di korupsi oleh koruptor binatang anjing biadap asuh yg manyengsarahkan 😎🙏 salam waras,Kompas
@irawahyuni8716,Utk RUU TNI mungkin rakyat takut kebablasan kyk parcok,Kompas
@IWayanAmbaraKusuma,Berbeda kepentingan maka berbeda juga responny@.,Kompas
@akmalsiantar3817,"ngomong OPO Iki,jalan tol bayarnya mahal pak, gx bermanfaat tuk kami pak sebagai rakyat jelata , yg penting jalan alternatip diperbaiki kalau jalan hancur dan banyak lobang pasti terjadi kemacetan dan  kejahatan, utang negara jadi beban rakyat.",Kompas
@vincentvalentino8970,"Jangan dkasi makan grats, klw bisa anak2 kta sekoalh gratis, kasi ilmu yg banyak , kasi kerja dan bimbingan umkm .yg korupsi harus d miskin kan 1keluarga..",Kompas
@vestianwisnu9053,tempo kagak diundang neh?🤣,Kompas
@fransngongo6340,BRAVO BP PRESODEN SEHAT SELALU,Kompas
@budayanaketut7256,Nah bener...pk presiden tapi jangan terlalu mengelu-ngelukan pk jokowi...tapi ambil pelajarannya yg masuk akal dan baik...tapi jngan pakai kebijakannya....,Kompas
@ratiriswanda,terima kasih pak Prabowo❤,Kompas
@GanjangRayesno,Salah pilihan,Kompas
@simeonlewi3853,valerinna penjilar rejimmm hahaha,Kompas
@vincentvalentino8970,"Yg lagi pemting stiap warga negra yg menikah harus punya 2 anak cukup, jangan lebih dr 2 ,itu juga bisa memiskin pengeluaran uang di keluarga..dan rakyat terbebani. Contoh.zaman skg kawin cerai, punya anak 2 cetai nikah lagi  punya anak 2 , uda cerai 3 kali visa punya brp anak.. kasihan anak2 ygbterlantar..pak harus bijaksana keluarga undang2 spt itu dengan tegas..",Kompas
@fadelmuhammadiqbal,Tempo ada tempo ?,Kompas
@mustopaachmadsanati5942,yg paling penting soal ke Adilan bukan soal mkan .masalah yg korup PK bos selesaikan kalo GK bisa sama juga ya gak kerja,Kompas
@diyunm.a,Mari kita2 semuanya yg msh dbri kesehaatan lahiriyah maupun bathiniyah  trs berkarya ilmiya yg dpt ber kontribusi  thd Pemerintah demii untuk klancaran semua langkh2 program yg dijalankn serta memberi dukungan agar semuanya dpt brjlan dg lancar dpt mencappai apapun yg menjadi tujuan kita se muanya dpt terwujutnya semua rakyat tentram damai dan dan sejahtera  benar2 akan terwujut untuk rakyat /msyrkat bangsa dan negara Indonesia,Kompas
@sahabatinspirasi3871,Prabowo sudah berusaha menjelaskan apa yang menjadi visi n misi nya....clear...jangan terlalu negatif thinking...sama niat Bapak percayalah ada banyak Hal yg tdk bisa Bapak jelaskan secara gamblang n detail ke publik suer Bapak sudah mendapat banyak info intelijen yg akurat.....Kita Liat Yakin...Niat Bapak Tulus sampai waktu membuktikan...,Kompas
